symbol,ticker,name,sector,isin
SFL,SFL.NS,Sheela Foam Ltd.,Consumer Durables,INE916U01025
SHILPAMED,SHILPAMED.NS,Shilpa Medicare Ltd.,Healthcare,INE790G01031
SCI,SCI.NS,Shipping Corporation of India Ltd.,Services,INE109A01011
SHREECEM,SHREECEM.NS,Shree Cement Ltd.,Construction Materials,INE070A01015
RENUKA,RENUKA.NS,Shree Renuka Sugars Ltd.,Fast Moving Consumer Goods,INE087H01022
SHRIRAMFIN,SHRIRAMFIN.NS,Shriram Finance Ltd.,Financial Services,INE721A01047
SHRIPISTON,SHRIPISTON.NS,Shriram Pistons & Rings Ltd.,Automobile and Auto Components,INE526E01018
SHYAMMETL,SHYAMMETL.NS,Shyam Metalics and Energy Ltd.,Capital Goods,INE810G01011
ENRIN,ENRIN.NS,Siemens Energy India Ltd.,Capital Goods,INE1NPP01017
SIEMENS,SIEMENS.NS,Siemens Ltd.,Capital Goods,INE003A01024
SIGNATURE,SIGNATURE.NS,Signatureglobal (India) Ltd.,Realty,INE903U01023
SKIPPER,SKIPPER.NS,Skipper Ltd.,Capital Goods,INE439E01022
SMARTWORKS,SMARTWORKS.NS,Smartworks Coworking Spaces Ltd.,Services,INE0NAZ01010
SOBHA,SOBHA.NS,Sobha Ltd.,Realty,INE671H01015
SOLARINDS,SOLARINDS.NS,Solar Industries India Ltd.,Chemicals,INE343H01029
SONACOMS,SONACOMS.NS,Sona BLW Precision Forgings Ltd.,Automobile and Auto Components,INE073K01018
SONATSOFTW,SONATSOFTW.NS,Sonata Software Ltd.,Information Technology,INE269A01021
SOUTHBANK,SOUTHBANK.NS,South Indian Bank Ltd.,Financial Services,INE683A01023
LOTUSDEV,LOTUSDEV.NS,Sri Lotus Developers and Realty Ltd.,Realty,INE0V9Q01010
STARCEMENT,STARCEMENT.NS,Star Cement Ltd.,Construction Materials,INE460H01021
STARHEALTH,STARHEALTH.NS,Star Health and Allied Insurance Company Ltd.,Financial Services,INE575P01011
SBIN,SBIN.NS,State Bank of India,Financial Services,INE062A01020
SAIL,SAIL.NS,Steel Authority of India Ltd.,Metals & Mining,INE114A01011
SWSOLAR,SWSOLAR.NS,Sterling and Wilson Renewable Energy Ltd.,Construction,INE00M201021
STLTECH,STLTECH.NS,Sterlite Technologies Ltd.,Telecommunication,INE089C01029
STAR,STAR.NS,Strides Pharma Science Ltd.,Healthcare,INE939A01011
STYRENIX,STYRENIX.NS,Styrenix Performance Materials Ltd.,Chemicals,INE189B01011
SUBROS,SUBROS.NS,Subros Ltd.,Capital Goods,INE287B01021
SUDARSCHEM,SUDARSCHEM.NS,Sudarshan Chemical Industries Ltd.,Chemicals,INE659A01023
SUDEEPPHRM,SUDEEPPHRM.NS,Sudeep Pharma Ltd.,Chemicals,INE0QPI01025
SUMICHEM,SUMICHEM.NS,Sumitomo Chemical India Ltd.,Chemicals,INE258G01013
SPARC,SPARC.NS,Sun Pharma Advanced Research Company Ltd.,Healthcare,INE232I01014
SUNPHARMA,SUNPHARMA.NS,Sun Pharmaceutical Industries Ltd.,Healthcare,INE044A01036
SUNTV,SUNTV.NS,Sun TV Network Ltd.,Media Entertainment & Publication,INE424H01027
SUNDARMFIN,SUNDARMFIN.NS,Sundaram Finance Ltd.,Financial Services,INE660A01013
SUNTECK,SUNTECK.NS,Sunteck Realty Ltd.,Realty,INE805D01034
SUPREMEIND,SUPREMEIND.NS,Supreme Industries Ltd.,Capital Goods,INE195A01028
SPLPETRO,SPLPETRO.NS,Supreme Petrochem Ltd.,Chemicals,INE663A01033
SUPRIYA,SUPRIYA.NS,Supriya Lifescience Ltd.,Healthcare,INE07RO01027
SURYAROSNI,SURYAROSNI.NS,Surya Roshni Ltd.,Capital Goods,INE335A01020
SUZLON,SUZLON.NS,Suzlon Energy Ltd.,Capital Goods,INE040H01021
SWANCORP,SWANCORP.NS,Swan Corp Ltd.,Chemicals,INE665A01038
SWIGGY,SWIGGY.NS,Swiggy Ltd.,Consumer Services,INE00H001014
SYNGENE,SYNGENE.NS,Syngene International Ltd.,Healthcare,INE398R01022
SYRMA,SYRMA.NS,Syrma SGS Technology Ltd.,Capital Goods,INE0DYJ01015
TARC,TARC.NS,TARC Ltd.,Realty,INE0EK901012
TBOTEK,TBOTEK.NS,TBO Tek Ltd.,Consumer Services,INE673O01025
TDPOWERSYS,TDPOWERSYS.NS,TD Power Systems Ltd.,Capital Goods,INE419M01027
TSFINV,TSFINV.NS,TSF Investments Ltd.,Financial Services,INE202Z01029
TVSMOTOR,TVSMOTOR.NS,TVS Motor Company Ltd.,Automobile and Auto Components,INE494B01023
TVSSCS,TVSSCS.NS,TVS Supply Chain Solutions Ltd.,Services,INE395N01027
TMB,TMB.NS,Tamilnad Mercantile Bank Ltd.,Financial Services,INE668A01016
TANLA,TANLA.NS,Tanla Platforms Ltd.,Information Technology,INE483C01032
TATACAP,TATACAP.NS,Tata Capital Ltd.,Financial Services,INE976I01016
TATACHEM,TATACHEM.NS,Tata Chemicals Ltd.,Chemicals,INE092A01019
TATACOMM,TATACOMM.NS,Tata Communications Ltd.,Telecommunication,INE151A01013
TCS,TCS.NS,Tata Consultancy Services Ltd.,Information Technology,INE467B01029
TATACONSUM,TATACONSUM.NS,Tata Consumer Products Ltd.,Fast Moving Consumer Goods,INE192A01025
TATAELXSI,TATAELXSI.NS,Tata Elxsi Ltd.,Information Technology,INE670A01012
TATAINVEST,TATAINVEST.NS,Tata Investment Corporation Ltd.,Financial Services,INE672A01026
TMCV,TMCV.NS,Tata Motors Ltd.,Capital Goods,INE1TAE01010
TMPV,TMPV.NS,Tata Motors Passenger Vehicles Ltd.,Automobile and Auto Components,INE155A01022
TATAPOWER,TATAPOWER.NS,Tata Power Co. Ltd.,Power,INE245A01021
TATASTEEL,TATASTEEL.NS,Tata Steel Ltd.,Metals & Mining,INE081A01020
TATATECH,TATATECH.NS,Tata Technologies Ltd.,Information Technology,INE142M01025
TTML,TTML.NS,Tata Teleservices (Maharashtra) Ltd.,Telecommunication,INE517B01013
TECHM,TECHM.NS,Tech Mahindra Ltd.,Information Technology,INE669C01036
TECHNOE,TECHNOE.NS,Techno Electric & Engineering Company Ltd.,Construction,INE285K01026
TEGA,TEGA.NS,Tega Industries Ltd.,Capital Goods,INE011K01018
TEJASNET,TEJASNET.NS,Tejas Networks Ltd.,Telecommunication,INE010J01012
TENNIND,TENNIND.NS,Tenneco Clean Air India Ltd.,Automobile and Auto Components,INE19RI01016
TEXRAIL,TEXRAIL.NS,Texmaco Rail & Eng. Ltd.,Capital Goods,INE621L01012
THANGAMAYL,THANGAMAYL.NS,Thangamayil Jewellery Ltd.,Consumer Durables,INE085J01014
ANUP,ANUP.NS,The Anup Engineering Ltd.,Capital Goods,INE294Z01018
NIACL,NIACL.NS,The New India Assurance Company Ltd.,Financial Services,INE470Y01017
RAMCOCEM,RAMCOCEM.NS,The Ramco Cements Ltd.,Construction Materials,INE331A01037
THERMAX,THERMAX.NS,Thermax Ltd.,Capital Goods,INE152A01029
THOMASCOOK,THOMASCOOK.NS,Thomas Cook (India) Ltd.,Consumer Services,INE332A01027
THYROCARE,THYROCARE.NS,Thyrocare Technologies Ltd.,Healthcare,INE594H01019
TI,TI.NS,Tilaknagar Industries Ltd.,Fast Moving Consumer Goods,INE133E01013
TIMETECHNO,TIMETECHNO.NS,Time Technoplast Ltd.,Capital Goods,INE508G01029
TIMKEN,TIMKEN.NS,Timken India Ltd.,Capital Goods,INE325A01013
TIPSMUSIC,TIPSMUSIC.NS,Tips Music Ltd.,Media Entertainment & Publication,INE716B01029
TITAGARH,TITAGARH.NS,Titagarh Rail Systems Ltd.,Capital Goods,INE615H01020
TITAN,TITAN.NS,Titan Company Ltd.,Consumer Durables,INE280A01028
TORNTPHARM,TORNTPHARM.NS,Torrent Pharmaceuticals Ltd.,Healthcare,INE685A01028
TORNTPOWER,TORNTPOWER.NS,Torrent Power Ltd.,Power,INE813H01021
TARIL,TARIL.NS,Transformers And Rectifiers (India) Ltd.,Capital Goods,INE763I01026
TRANSRAILL,TRANSRAILL.NS,Transrail Lighting Ltd.,Capital Goods,INE454P01035
TRAVELFOOD,TRAVELFOOD.NS,Travel Food Services Ltd.,Consumer Services,INE103V01028
TRENT,TRENT.NS,Trent Ltd.,Consumer Services,INE849A01020
TRIDENT,TRIDENT.NS,Trident Ltd.,Textiles,INE064C01022
TRIVENI,TRIVENI.NS,Triveni Engineering & Industries Ltd.,Fast Moving Consumer Goods,INE256C01024
TRITURBINE,TRITURBINE.NS,Triveni Turbine Ltd.,Capital Goods,INE152M01016
TIINDIA,TIINDIA.NS,Tube Investments of India Ltd.,Automobile and Auto Components,INE974X01010
UCOBANK,UCOBANK.NS,UCO Bank,Financial Services,INE691A01018
UNOMINDA,UNOMINDA.NS,UNO Minda Ltd.,Automobile and Auto Components,INE405E01023
UPL,UPL.NS,UPL Ltd.,Chemicals,INE628A01036
UTIAMC,UTIAMC.NS,UTI Asset Management Company Ltd.,Financial Services,INE094J01016
UJJIVANSFB,UJJIVANSFB.NS,Ujjivan Small Finance Bank Ltd.,Financial Services,INE551W01018
ULTRACEMCO,ULTRACEMCO.NS,UltraTech Cement Ltd.,Construction Materials,INE481G01011
UNIONBANK,UNIONBANK.NS,Union Bank of India,Financial Services,INE692A01016
UBL,UBL.NS,United Breweries Ltd.,Fast Moving Consumer Goods,INE686F01025
UNITDSPR,UNITDSPR.NS,United Spirits Ltd.,Fast Moving Consumer Goods,INE854D01024
URBANCO,URBANCO.NS,Urban Company Ltd.,Consumer Services,INE0CAZ01013
USHAMART,USHAMART.NS,Usha Martin Ltd.,Capital Goods,INE228A01035
VGUARD,VGUARD.NS,V-Guard Industries Ltd.,Consumer Durables,INE951I01027
VMART,VMART.NS,V-Mart Retail Ltd.,Consumer Services,INE665J01013
VIPIND,VIPIND.NS,V.I.P. Industries Ltd.,Consumer Durables,INE054A01027
V2RETAIL,V2RETAIL.NS,V2 Retail Ltd.,Consumer Services,INE945H01021
WABAG,WABAG.NS,Va Tech Wabag Ltd.,Utilities,INE956G01038
VAIBHAVGBL,VAIBHAVGBL.NS,Vaibhav Global Ltd.,Consumer Durables,INE884A01027
DBREALTY,DBREALTY.NS,Valor Estate Ltd.,Realty,INE879I01012
VTL,VTL.NS,Vardhman Textiles Ltd.,Textiles,INE825A01020
VARROC,VARROC.NS,Varroc Engineering Ltd.,Automobile and Auto Components,INE665L01035
VBL,VBL.NS,Varun Beverages Ltd.,Fast Moving Consumer Goods,INE200M01039
MANYAVAR,MANYAVAR.NS,Vedant Fashions Ltd.,Consumer Services,INE825V01034
VAML,VAML.NS,Vedanta Aluminium Metal Ltd.,Metals & Mining,INE1CDF01017
VISL,VISL.NS,Vedanta Iron and Steel Ltd.,Metals & Mining,INE1CLE01013
VEDL,VEDL.NS,Vedanta Ltd.,Metals & Mining,INE205A01025
VOGL,VOGL.NS,Vedanta Oil and Gas Ltd.,Oil Gas & Consumable Fuels,INE704J01044
VEDPOWER,VEDPOWER.NS,Vedanta Power Ltd.,Power,INE694L01019
VIJAYA,VIJAYA.NS,Vijaya Diagnostic Centre Ltd.,Healthcare,INE043W01024
VIKRAMSOLR,VIKRAMSOLR.NS,Vikram Solar Ltd.,Capital Goods,INE078V01014
VMM,VMM.NS,Vishal Mega Mart Ltd.,Consumer Services,INE01EA01019
VIYASH,VIYASH.NS,Viyash Scientific Ltd.,Healthcare,INE807F01027
IDEA,IDEA.NS,Vodafone Idea Ltd.,Telecommunication,INE669E01016
VOLTAMP,VOLTAMP.NS,Voltamp Transformers Ltd,Capital Goods,INE540H01012
VOLTAS,VOLTAS.NS,Voltas Ltd.,Consumer Durables,INE226A01021
WAAREEENER,WAAREEENER.NS,Waaree Energies Ltd.,Capital Goods,INE377N01017
WAAREERTL,WAAREERTL.NS,Waaree Renewable Technologies Ltd.,Capital Goods,INE299N01021
WAKEFIT,WAKEFIT.NS,Wakefit Innovations Ltd.,Consumer Durables,INE0E7301029
WEWORK,WEWORK.NS,WeWork India Management Ltd.,Services,INE085001019
WEBELSOLAR,WEBELSOLAR.NS,Websol Energy System Ltd.,Capital Goods,INE855C01023
WELCORP,WELCORP.NS,Welspun Corp Ltd.,Capital Goods,INE191B01025
WELENT,WELENT.NS,Welspun Enterprises Ltd.,Construction,INE625G01013
WELSPUNLIV,WELSPUNLIV.NS,Welspun Living Ltd.,Textiles,INE192B01031
WESTLIFE,WESTLIFE.NS,Westlife Foodworld Ltd.,Consumer Services,INE274F01020
WHIRLPOOL,WHIRLPOOL.NS,Whirlpool of India Ltd.,Consumer Durables,INE716A01013
WIPRO,WIPRO.NS,Wipro Ltd.,Information Technology,INE075A01022
WOCKPHARMA,WOCKPHARMA.NS,Wockhardt Ltd.,Healthcare,INE049B01025
YATHARTH,YATHARTH.NS,Yatharth Hospital & Trauma Care Services Ltd.,Healthcare,INE0JO301016
YESBANK,YESBANK.NS,Yes Bank Ltd.,Financial Services,INE528G01035
ZFCVINDIA,ZFCVINDIA.NS,ZF Commercial Vehicle Control Systems India Ltd.,Automobile and Auto Components,INE342J01019
ZAGGLE,ZAGGLE.NS,Zaggle Prepaid Ocean Services Ltd.,Information Technology,INE07K301024
ZEEL,ZEEL.NS,Zee Entertainment Enterprises Ltd.,Media Entertainment & Publication,INE256A01028
ZENTEC,ZENTEC.NS,Zen Technologies Ltd.,Capital Goods,INE251B01027
ZENSARTECH,ZENSARTECH.NS,Zensar Technolgies Ltd.,Information Technology,INE520A01027
ZYDUSLIFE,ZYDUSLIFE.NS,Zydus Lifesciences Ltd.,Healthcare,INE010B01027
ZYDUSWELL,ZYDUSWELL.NS,Zydus Wellness Ltd.,Fast Moving Consumer Goods,INE768C01028
ECLERX,ECLERX.NS,eClerx Services Ltd.,Services,INE738I01010
